cell_name	type	Tumor
MGH61_P3_B10	malignant	61
MGH61_P3_B11	malignant	61
MGH61_P3_B12	malignant	61
MGH61_P3_C01	malignant	61
MGH61_P3_C02	malignant	61
MGH61_P3_C03	malignant	61
MGH61_P3_C04	malignant	61
MGH61_P3_C05	malignant	61
MGH61_P3_C08	malignant	61
MGH61_P3_C09	malignant	61
MGH61_P3_C10	malignant	61
MGH61_P3_C11	malignant	61
MGH61_P3_C12	malignant	61
MGH61_P3_D02	malignant	61
MGH61_P3_D04	malignant	61
MGH61_P3_D06	malignant	61
MGH61_P3_D07	malignant	61
MGH61_P3_D08	malignant	61
MGH61_P3_D09	malignant	61
MGH61_P3_D10	malignant	61
MGH61_P3_D11	malignant	61
MGH61_P3_D12	malignant	61
MGH61_P3_E01	malignant	61
MGH61_P3_E02	malignant	61
MGH61_P3_E03	malignant	61
MGH61_P3_E04	malignant	61
MGH61_P3_E05	malignant	61
MGH61_P3_E06	malignant	61
MGH61_P3_E07	malignant	61
MGH61_P3_E08	malignant	61
MGH61_P3_E09	malignant	61
MGH61_P3_E10	malignant	61
MGH61_P3_E11	malignant	61
MGH61_P3_E12	malignant	61
MGH61_P3_F01	malignant	61
MGH61_P3_F02	malignant	61
MGH61_P3_F03	malignant	61
MGH61_P3_F04	malignant	61
MGH61_P3_F05	malignant	61
MGH61_P3_F06	malignant	61
MGH61_P3_F07	malignant	61
MGH61_P3_F08	malignant	61
MGH61_P3_F09	malignant	61
MGH61_P3_F10	malignant	61
MGH61_P3_F11	malignant	61
MGH61_P3_F12	malignant	61
MGH61_P3_G01	malignant	61
MGH61_P3_G02	malignant	61
MGH61_P3_G03	malignant	61
MGH61_P3_G04	malignant	61
MGH61_P3_G05	malignant	61
MGH61_P3_G06	malignant	61
MGH61_P3_G07	malignant	61
MGH61_P3_G08	malignant	61
MGH61_P3_G09	malignant	61
MGH61_P3_G10	malignant	61
MGH61_P3_G11	malignant	61
MGH61_P3_G12	malignant	61
MGH61_P3_H01	malignant	61
MGH61_P3_H02	malignant	61
MGH61_P3_H03	malignant	61
MGH61_P3_H04	malignant	61
MGH61_P3_H06	malignant	61
MGH61_P3_H07	malignant	61
MGH61_P3_H09	malignant	61
MGH61_P3_H10	malignant	61
MGH61_P3_H11	malignant	61
MGH61_P3_H12	malignant	61
MGH42_P12_A01	malignant	42
MGH42_P12_A02	malignant	42
MGH42_P12_A03	malignant	42
MGH42_P12_A04	malignant	42
MGH42_P12_A06	malignant	42
MGH42_P12_A08	malignant	42
MGH42_P12_A09	malignant	42
MGH42_P12_A10	malignant	42
MGH42_P12_B01	malignant	42
MGH42_P12_B02	malignant	42
MGH42_P12_B04	malignant	42
MGH42_P12_B06	malignant	42
MGH42_P12_B07	malignant	42
MGH42_P12_B09	malignant	42
MGH42_P12_B10	malignant	42
MGH42_P12_B11	malignant	42
MGH42_P12_B12	malignant	42
MGH42_P12_C01	malignant	42
MGH42_P12_C02	malignant	42
MGH42_P12_C04	malignant	42
MGH42_P12_C06	malignant	42
MGH42_P12_C07	malignant	42
MGH42_P12_C08	malignant	42
MGH42_P12_C09	malignant	42
MGH42_P12_C10	malignant	42
MGH42_P12_C11	malignant	42
MGH42_P12_C12	malignant	42
MGH42_P12_D03	malignant	42
MGH42_P12_D05	malignant	42
MGH42_P12_D06	malignant	42
MGH42_P12_D08	malignant	42
MGH42_P12_D10	malignant	42
MGH42_P12_D11	malignant	42
MGH42_P12_D12	malignant	42
MGH42_P12_E02	malignant	42
MGH42_P12_E03	malignant	42
MGH42_P12_E05	malignant	42
MGH42_P12_E07	malignant	42
MGH42_P12_E08	malignant	42
MGH42_P12_E09	malignant	42
MGH42_P12_E10	malignant	42
MGH42_P12_E12	malignant	42
MGH42_P12_F01	malignant	42
MGH42_P12_F03	malignant	42
MGH42_P12_F04	malignant	42
MGH42_P12_F05	malignant	42
MGH42_P12_F06	malignant	42
MGH42_P12_F07	malignant	42
MGH42_P12_F08	malignant	42
MGH42_P12_F11	malignant	42
MGH42_P12_F12	malignant	42
MGH42_P12_G01	malignant	42
MGH42_P12_G05	malignant	42
MGH42_P12_G06	malignant	42
MGH42_P12_G07	malignant	42
MGH42_P12_G08	malignant	42
MGH42_P12_G09	malignant	42
MGH42_P12_G10	malignant	42
MGH42_P12_G11	malignant	42
MGH42_P12_G12	malignant	42
MGH42_P12_H02	malignant	42
MGH42_P12_H04	malignant	42
MGH42_P12_H05	malignant	42
MGH42_P12_H06	malignant	42
MGH42_P12_H07	malignant	42
MGH42_P12_H08	malignant	42
MGH42_P12_H09	malignant	42
MGH42_P12_H10	malignant	42
MGH42_P12_H11	malignant	42
MGH42_P12_H12	malignant	42
MGH42_P13_A01	malignant	42
MGH42_P13_A03	malignant	42
MGH42_P13_A04	malignant	42
MGH42_P13_A06	malignant	42
MGH42_P13_A07	malignant	42
MGH42_P13_A09	malignant	42
MGH42_P13_A10	malignant	42
MGH42_P13_A11	malignant	42
MGH42_P13_A12	malignant	42
MGH42_P13_B01	malignant	42
MGH42_P13_B05	malignant	42
MGH42_P13_B06	malignant	42
MGH42_P13_B09	malignant	42
MGH42_P13_B10	malignant	42
MGH42_P13_B12	malignant	42
MGH42_P13_C01	malignant	42
MGH42_P13_C02	malignant	42
MGH42_P13_C03	malignant	42
MGH42_P13_C04	malignant	42
MGH42_P13_C05	malignant	42
MGH42_P13_C08	malignant	42
MGH42_P13_C09	malignant	42
MGH42_P13_C10	malignant	42
MGH42_P13_D02	malignant	42
MGH42_P13_D03	malignant	42
MGH42_P13_D04	malignant	42
MGH42_P13_D06	malignant	42
MGH42_P13_D08	malignant	42
MGH42_P13_D09	malignant	42
MGH42_P13_D10	malignant	42
MGH42_P13_D11	malignant	42
MGH42_P13_D12	malignant	42
MGH42_P13_E02	malignant	42
MGH42_P13_E04	malignant	42
MGH42_P13_E05	malignant	42
MGH42_P13_E06	malignant	42
MGH42_P13_E08	malignant	42
MGH42_P13_E09	malignant	42
MGH42_P13_E10	malignant	42
MGH42_P13_E12	malignant	42
MGH42_P13_F01	malignant	42
MGH42_P13_F02	malignant	42
MGH42_P13_F04	malignant	42
MGH42_P13_F05	malignant	42
MGH42_P13_F06	malignant	42
MGH42_P13_F08	malignant	42
MGH42_P13_F09	malignant	42
MGH42_P13_F10	malignant	42
MGH42_P13_F12	malignant	42
MGH42_P13_G01	malignant	42
MGH42_P13_G03	malignant	42
MGH42_P13_G04	malignant	42
MGH42_P13_G05	malignant	42
MGH42_P13_G08	malignant	42
MGH42_P13_G10	malignant	42
MGH42_P13_G12	malignant	42
MGH42_P13_H02	malignant	42
MGH42_P13_H03	malignant	42
MGH42_P13_H04	malignant	42
MGH42_P13_H05	malignant	42
MGH42_P13_H06	malignant	42
MGH42_P13_H09	malignant	42
MGH42_P13_H10	malignant	42
MGH42_P13_H11	malignant	42
MGH42_P13_H12	malignant	42
MGH42_P14_A01	malignant	42
MGH42_P14_A02	malignant	42
MGH42_P14_A03	malignant	42
MGH42_P14_A05	malignant	42
MGH42_P14_A06	malignant	42
MGH42_P14_A07	malignant	42
MGH42_P14_A09	malignant	42
MGH42_P14_A10	malignant	42
MGH42_P14_A12	malignant	42
MGH42_P14_B03	malignant	42
MGH42_P14_B04	malignant	42
MGH42_P14_B05	malignant	42
MGH42_P14_B06	malignant	42
MGH42_P14_B07	malignant	42
MGH42_P14_B08	malignant	42
MGH42_P14_B09	malignant	42
MGH42_P14_B11	malignant	42
MGH42_P14_B12	malignant	42
MGH42_P14_C01	malignant	42
MGH42_P14_C03	malignant	42
MGH42_P14_C05	malignant	42
MGH42_P14_C06	malignant	42
MGH42_P14_C09	malignant	42
MGH42_P14_C10	malignant	42
MGH42_P14_D02	malignant	42
MGH42_P14_D03	malignant	42
MGH42_P14_D04	malignant	42
MGH42_P14_D05	malignant	42
MGH42_P14_D06	malignant	42
MGH42_P14_D08	malignant	42
MGH42_P14_D09	malignant	42
MGH42_P14_D10	malignant	42
MGH42_P14_D11	malignant	42
MGH42_P14_D12	malignant	42
MGH42_P14_E01	malignant	42
MGH42_P14_E02	malignant	42
MGH42_P14_E03	malignant	42
MGH42_P14_E04	malignant	42
MGH42_P14_E06	malignant	42
MGH42_P14_E07	malignant	42
MGH42_P14_E08	malignant	42
MGH42_P14_E10	malignant	42
MGH42_P14_E12	malignant	42
MGH42_P14_F02	malignant	42
MGH42_P14_F08	malignant	42
MGH42_P14_F09	malignant	42
MGH42_P14_F10	malignant	42
MGH42_P14_F11	malignant	42
MGH42_P14_F12	malignant	42
MGH42_P14_G01	malignant	42
MGH42_P14_G02	malignant	42
MGH42_P14_G03	malignant	42
MGH42_P14_G05	malignant	42
MGH42_P14_G06	malignant	42
MGH42_P14_G07	malignant	42
MGH42_P14_G09	malignant	42
MGH42_P14_G11	malignant	42
MGH42_P14_G12	malignant	42
MGH42_P14_H02	malignant	42
MGH42_P14_H03	malignant	42
MGH42_P14_H04	malignant	42
MGH42_P14_H05	malignant	42
MGH42_P14_H06	malignant	42
MGH42_P14_H08	malignant	42
MGH42_P14_H10	malignant	42
MGH42_P15_A01	malignant	42
MGH42_P15_A03	malignant	42
MGH42_P15_A04	malignant	42
MGH42_P15_A06	malignant	42
MGH42_P15_A07	malignant	42
MGH42_P15_A10	malignant	42
MGH42_P15_A11	malignant	42
MGH42_P15_A12	malignant	42
MGH42_P15_B01	malignant	42
MGH42_P15_B03	malignant	42
MGH42_P15_B04	malignant	42
MGH42_P15_B05	malignant	42
MGH42_P15_B06	malignant	42
MGH42_P15_B07	malignant	42
MGH42_P15_B08	malignant	42
MGH42_P15_B10	malignant	42
MGH42_P15_B12	malignant	42
MGH42_P15_C02	malignant	42
MGH42_P15_C03	malignant	42
MGH42_P15_C06	malignant	42
MGH42_P15_C08	malignant	42
MGH42_P15_C09	malignant	42
MGH42_P15_C10	malignant	42
MGH42_P15_C12	malignant	42
MGH42_P15_D02	malignant	42
MGH42_P15_D06	malignant	42
MGH42_P15_D09	malignant	42
MGH42_P15_D11	malignant	42
MGH42_P15_D12	malignant	42
MGH42_P15_E04	malignant	42
MGH42_P15_E05	malignant	42
MGH42_P15_E06	malignant	42
MGH42_P15_E07	malignant	42
MGH42_P15_E08	malignant	42
MGH42_P15_E09	malignant	42
MGH42_P15_E10	malignant	42
MGH42_P15_E11	malignant	42
MGH42_P15_E12	malignant	42
MGH42_P15_F02	malignant	42
MGH42_P15_F05	malignant	42
MGH42_P15_F08	malignant	42
MGH42_P15_F11	malignant	42
MGH42_P15_F12	malignant	42
MGH42_P15_G01	malignant	42
MGH42_P15_G02	malignant	42
MGH42_P15_G03	malignant	42
MGH42_P15_G06	malignant	42
MGH42_P15_G07	malignant	42
MGH42_P15_G08	malignant	42
MGH42_P15_G09	malignant	42
MGH42_P15_G10	malignant	42
MGH42_P15_G11	malignant	42
MGH42_P15_G12	malignant	42
MGH42_P15_H03	malignant	42
MGH42_P15_H04	malignant	42
MGH42_P15_H05	malignant	42
MGH42_P15_H07	malignant	42
MGH42_P15_H08	malignant	42
MGH42_P15_H09	malignant	42
MGH42_P15_H10	malignant	42
MGH42_P15_H12	malignant	42
MGH43_P10_A03	malignant	43
MGH43_P10_A04	malignant	43
MGH43_P10_A05	malignant	43
MGH43_P10_A06	malignant	43
MGH43_P10_A11	malignant	43
MGH43_P10_B05	malignant	43
MGH43_P10_B06	malignant	43
MGH43_P10_B10	malignant	43
MGH43_P10_B11	malignant	43
MGH43_P10_C03	malignant	43
MGH43_P10_C08	malignant	43
MGH43_P10_C11	malignant	43
MGH43_P10_C12	malignant	43
MGH43_P10_D01	malignant	43
MGH43_P10_D03	malignant	43
MGH43_P10_D04	malignant	43
MGH43_P10_D05	malignant	43
MGH43_P10_D08	malignant	43
MGH43_P10_D09	malignant	43
MGH43_P10_D10	malignant	43
MGH43_P10_D11	malignant	43
MGH43_P10_D12	malignant	43
MGH43_P10_E02	malignant	43
MGH43_P10_E05	malignant	43
MGH43_P10_E06	malignant	43
MGH43_P10_E08	malignant	43
MGH43_P10_E09	malignant	43
MGH43_P10_E11	malignant	43
MGH43_P10_E12	malignant	43
MGH43_P10_F03	malignant	43
MGH43_P10_F05	malignant	43
MGH43_P10_F06	malignant	43
MGH43_P10_F08	malignant	43
MGH43_P10_F10	malignant	43
MGH43_P10_F11	malignant	43
MGH43_P10_F12	malignant	43
MGH43_P10_G03	malignant	43
MGH43_P10_G04	malignant	43
MGH43_P10_G06	malignant	43
MGH43_P10_G10	malignant	43
MGH43_P10_G12	malignant	43
MGH43_P10_H01	malignant	43
MGH43_P10_H02	malignant	43
MGH43_P10_H03	malignant	43
MGH43_P10_H08	malignant	43
MGH43_P10_H09	malignant	43
MGH43_P10_H10	malignant	43
MGH43_P11_A03	malignant	43
MGH43_P11_A04	malignant	43
MGH43_P11_A05	malignant	43
MGH43_P11_A06	malignant	43
MGH43_P11_A07	malignant	43
MGH43_P11_A08	malignant	43
MGH43_P11_A09	malignant	43
MGH43_P11_A11	malignant	43
MGH43_P11_A12	malignant	43
MGH43_P11_B01	malignant	43
MGH43_P11_B02	malignant	43
MGH43_P11_B03	malignant	43
MGH43_P11_B05	malignant	43
MGH43_P11_B06	malignant	43
MGH43_P11_B07	malignant	43
MGH43_P11_B09	malignant	43
MGH43_P11_B11	malignant	43
MGH43_P11_C02	malignant	43
MGH43_P11_C03	malignant	43
MGH43_P11_C04	malignant	43
MGH43_P11_C08	malignant	43
MGH43_P11_C10	malignant	43
MGH43_P11_C12	malignant	43
MGH43_P11_D02	malignant	43
MGH43_P11_D04	malignant	43
MGH43_P11_D05	malignant	43
MGH43_P11_D06	malignant	43
MGH43_P11_D08	malignant	43
MGH43_P11_D09	malignant	43
MGH43_P11_D11	malignant	43
MGH43_P11_D12	malignant	43
MGH43_P11_E03	malignant	43
MGH43_P11_E05	malignant	43
MGH43_P11_E06	malignant	43
MGH43_P11_E08	malignant	43
MGH43_P11_E09	malignant	43
MGH43_P11_E10	malignant	43
MGH43_P11_E11	malignant	43
MGH43_P11_E12	malignant	43
MGH43_P11_F01	malignant	43
MGH43_P11_F06	malignant	43
MGH43_P11_F07	malignant	43
MGH43_P11_F08	malignant	43
MGH43_P11_F09	malignant	43
MGH43_P11_F10	malignant	43
MGH43_P11_F12	malignant	43
MGH43_P11_G01	malignant	43
MGH43_P11_G02	malignant	43
MGH43_P11_G04	malignant	43
MGH43_P11_G05	malignant	43
MGH43_P11_H04	malignant	43
MGH43_P11_H05	malignant	43
MGH43_P11_H07	malignant	43
MGH43_P11_H08	malignant	43
MGH43_P11_H09	malignant	43
MGH43_P11_H11	malignant	43
MGH43_P11_H12	malignant	43
MGH43_P9_A01	malignant	43
MGH43_P9_A02	malignant	43
MGH43_P9_A04	malignant	43
MGH43_P9_A05	malignant	43
MGH43_P9_A06	malignant	43
MGH43_P9_A10	malignant	43
MGH43_P9_B01	malignant	43
MGH43_P9_B03	malignant	43
MGH43_P9_B04	malignant	43
MGH43_P9_B05	malignant	43
MGH43_P9_B06	malignant	43
MGH43_P9_B10	malignant	43
MGH43_P9_C02	malignant	43
MGH43_P9_C03	malignant	43
MGH43_P9_C04	malignant	43
MGH43_P9_C07	malignant	43
MGH43_P9_C08	malignant	43
MGH43_P9_C09	malignant	43
MGH43_P9_C10	malignant	43
MGH43_P9_C11	malignant	43
MGH43_P9_D01	malignant	43
MGH43_P9_D02	malignant	43
MGH43_P9_D03	malignant	43
MGH43_P9_D12	malignant	43
MGH43_P9_E03	malignant	43
MGH43_P9_E06	malignant	43
MGH43_P9_E08	malignant	43
MGH43_P9_E10	malignant	43
MGH43_P9_E11	malignant	43
MGH43_P9_E12	malignant	43
MGH43_P9_F02	malignant	43
MGH43_P9_F04	malignant	43
MGH43_P9_F06	malignant	43
MGH43_P9_F08	malignant	43
MGH43_P9_F10	malignant	43
MGH43_P9_F12	malignant	43
MGH43_P9_G01	malignant	43
MGH43_P9_G05	malignant	43
MGH43_P9_G06	malignant	43
MGH43_P9_G07	malignant	43
MGH43_P9_G08	malignant	43
MGH43_P9_G09	malignant	43
MGH43_P9_G12	malignant	43
MGH43_P9_H03	malignant	43
MGH43_P9_H04	malignant	43
MGH43_P9_H06	malignant	43
MGH43_P9_H08	malignant	43
MGH43_P9_H09	malignant	43
MGH43_P9_H10	malignant	43
MGH43_P9_H11	malignant	43
MGH45_P10_A01	malignant	45
MGH45_P10_A02	malignant	45
MGH45_P10_A06	malignant	45
MGH45_P10_A08	malignant	45
MGH45_P10_A11	malignant	45
MGH45_P10_A12	malignant	45
MGH45_P10_B03	malignant	45
MGH45_P10_B05	malignant	45
MGH45_P10_B07	malignant	45
MGH45_P10_B10	malignant	45
MGH45_P10_B11	malignant	45
MGH45_P10_B12	malignant	45
MGH45_P10_C01	malignant	45
MGH45_P10_C03	malignant	45
MGH45_P10_C08	malignant	45
MGH45_P10_C10	malignant	45
MGH45_P10_C11	malignant	45
MGH45_P10_C12	malignant	45
MGH45_P10_D04	malignant	45
MGH45_P10_D06	malignant	45
MGH45_P10_D07	malignant	45
MGH45_P10_D09	malignant	45
MGH45_P10_D10	malignant	45
MGH45_P10_D12	malignant	45
MGH45_P10_E02	malignant	45
MGH45_P10_E03	malignant	45
MGH45_P10_E04	malignant	45
MGH45_P10_E10	malignant	45
MGH45_P10_E12	malignant	45
MGH45_P10_F01	malignant	45
MGH45_P10_F02	malignant	45
MGH45_P10_F03	malignant	45
MGH45_P10_F04	malignant	45
MGH45_P10_F05	malignant	45
MGH45_P10_F06	malignant	45
MGH45_P10_F07	malignant	45
MGH45_P10_F08	malignant	45
MGH45_P10_F11	malignant	45
MGH45_P10_G02	malignant	45
MGH45_P10_G04	malignant	45
MGH45_P10_G05	malignant	45
MGH45_P10_G06	malignant	45
MGH45_P10_G07	malignant	45
MGH45_P10_G10	malignant	45
MGH45_P10_G11	malignant	45
MGH45_P10_G12	malignant	45
MGH45_P10_H01	malignant	45
MGH45_P10_H02	malignant	45
MGH45_P10_H04	malignant	45
MGH45_P10_H06	malignant	45
MGH45_P10_H07	malignant	45
MGH45_P10_H08	malignant	45
MGH45_P10_H10	malignant	45
MGH45_P10_H12	malignant	45
MGH42_P3_A02	malignant	42
MGH42_P3_A04	malignant	42
MGH42_P3_A10	malignant	42
MGH42_P3_A12	malignant	42
MGH42_P3_B01	malignant	42
MGH42_P3_B05	malignant	42
MGH42_P3_B08	malignant	42
MGH42_P3_B09	malignant	42
MGH42_P3_B11	malignant	42
MGH42_P3_B12	malignant	42
MGH42_P3_C07	malignant	42
MGH42_P3_C10	malignant	42
MGH42_P3_D02	malignant	42
MGH42_P3_D04	malignant	42
MGH42_P3_D05	malignant	42
MGH42_P3_D06	malignant	42
MGH42_P3_D12	malignant	42
MGH42_P3_E02	malignant	42
MGH42_P3_E03	malignant	42
MGH42_P3_E04	malignant	42
MGH42_P3_E05	malignant	42
MGH42_P3_E07	malignant	42
MGH42_P3_E08	malignant	42
MGH42_P3_F02	malignant	42
MGH42_P3_F03	malignant	42
MGH42_P3_F06	malignant	42
MGH42_P3_F08	malignant	42
MGH42_P3_G05	malignant	42
MGH42_P3_G08	malignant	42
MGH42_P3_G09	malignant	42
MGH42_P3_G11	malignant	42
MGH42_P3_H04	malignant	42
MGH42_P3_H09	malignant	42
MGH43_P3_A04	malignant	43
MGH43_P3_A06	malignant	43
MGH43_P3_A07	malignant	43
MGH43_P3_A10	malignant	43
MGH43_P3_B01	malignant	43
MGH43_P3_B03	malignant	43
MGH43_P3_B08	malignant	43
MGH43_P3_B10	malignant	43
MGH43_P3_B11	malignant	43
MGH43_P3_C04	malignant	43
MGH43_P3_C05	malignant	43
MGH43_P3_C08	malignant	43
MGH43_P3_D01	malignant	43
MGH43_P3_D02	malignant	43
MGH43_P3_D03	malignant	43
MGH43_P3_D04	malignant	43
MGH43_P3_D07	malignant	43
MGH43_P3_D10	malignant	43
MGH43_P3_E04	malignant	43
MGH43_P3_E06	malignant	43
MGH43_P3_F05	malignant	43
MGH43_P3_F06	malignant	43
MGH43_P3_G07	malignant	43
MGH43_P3_H02	malignant	43
MGH43_P3_H05	malignant	43
MGH43_P3_H12	malignant	43
MGH44_P3_A02	malignant	44
MGH44_P3_A04	malignant	44
MGH44_P3_A05	malignant	44
MGH44_P3_A06	malignant	44
MGH44_P3_A07	malignant	44
MGH44_P3_A10	malignant	44
MGH44_P3_A11	malignant	44
MGH44_P3_A12	malignant	44
MGH44_P3_B02	malignant	44
MGH44_P3_B06	malignant	44
MGH44_P3_B08	malignant	44
MGH44_P3_B09	malignant	44
MGH44_P3_B10	malignant	44
MGH44_P3_B11	malignant	44
MGH44_P3_B12	malignant	44
MGH44_P3_C01	malignant	44
MGH44_P3_C03	malignant	44
MGH44_P3_C04	malignant	44
MGH44_P3_C08	malignant	44
MGH44_P3_D02	malignant	44
MGH44_P3_D03	malignant	44
MGH44_P3_D04	malignant	44
MGH44_P3_D06	malignant	44
MGH44_P3_D07	malignant	44
MGH44_P3_D08	malignant	44
MGH44_P3_D11	malignant	44
MGH44_P3_E01	malignant	44
MGH44_P3_E03	malignant	44
MGH44_P3_E04	malignant	44
MGH44_P3_E05	malignant	44
MGH44_P3_E06	malignant	44
MGH44_P3_E08	malignant	44
MGH44_P3_E09	malignant	44
MGH44_P3_E11	malignant	44
MGH44_P3_E12	malignant	44
MGH44_P3_F01	malignant	44
MGH44_P3_F02	malignant	44
MGH44_P3_F03	malignant	44
MGH44_P3_F05	malignant	44
MGH44_P3_F07	malignant	44
MGH44_P3_F09	malignant	44
MGH44_P3_F10	malignant	44
MGH44_P3_F11	malignant	44
MGH44_P3_F12	malignant	44
MGH44_P3_G03	malignant	44
MGH44_P3_G05	malignant	44
MGH44_P3_G06	malignant	44
MGH44_P3_G09	malignant	44
MGH44_P3_G10	malignant	44
MGH44_P3_H02	malignant	44
MGH44_P3_H04	malignant	44
MGH44_P11_A01	malignant	44
MGH44_P11_A02	malignant	44
MGH44_P11_A03	malignant	44
MGH44_P11_A04	malignant	44
MGH44_P11_A05	malignant	44
MGH44_P11_A07	malignant	44
MGH44_P11_A08	malignant	44
MGH44_P11_A09	malignant	44
MGH44_P11_A10	malignant	44
MGH44_P11_A11	malignant	44
MGH44_P11_A12	malignant	44
MGH44_P11_B01	malignant	44
MGH44_P11_B02	malignant	44
MGH44_P11_B03	malignant	44
MGH44_P11_B04	malignant	44
MGH44_P11_B05	malignant	44
MGH44_P11_B07	malignant	44
MGH44_P11_B08	malignant	44
MGH44_P11_B09	malignant	44
MGH44_P11_B10	malignant	44
MGH44_P11_B11	malignant	44
MGH44_P11_B12	malignant	44
MGH44_P11_C02	malignant	44
MGH44_P11_C03	malignant	44
MGH44_P11_C04	malignant	44
MGH44_P11_C05	malignant	44
MGH44_P11_C06	malignant	44
MGH44_P11_C07	malignant	44
MGH44_P11_C08	malignant	44
MGH44_P11_C09	malignant	44
MGH44_P11_C10	malignant	44
MGH44_P11_C11	malignant	44
MGH44_P11_C12	malignant	44
MGH44_P11_D01	malignant	44
MGH44_P11_D02	malignant	44
MGH44_P11_D03	malignant	44
MGH44_P11_D04	malignant	44
MGH44_P11_D05	malignant	44
MGH44_P11_D06	malignant	44
MGH44_P11_D07	malignant	44
MGH44_P11_D08	malignant	44
MGH44_P11_D09	malignant	44
MGH44_P11_D10	malignant	44
MGH44_P11_D11	malignant	44
MGH44_P11_D12	malignant	44
MGH44_P11_E01	malignant	44
MGH44_P11_E02	malignant	44
MGH44_P11_E03	malignant	44
MGH44_P11_E04	malignant	44
MGH44_P11_E05	malignant	44
MGH44_P11_E06	malignant	44
MGH44_P11_E08	malignant	44
MGH44_P11_E09	malignant	44
MGH44_P11_E10	malignant	44
MGH44_P11_E11	malignant	44
MGH44_P11_E12	malignant	44
MGH44_P11_F01	malignant	44
MGH44_P11_F03	malignant	44
MGH44_P11_F05	malignant	44
MGH44_P11_F06	malignant	44
MGH44_P11_F07	malignant	44
MGH44_P11_F08	malignant	44
MGH44_P11_F09	malignant	44
MGH44_P11_F10	malignant	44
MGH44_P11_F11	malignant	44
MGH44_P11_F12	malignant	44
MGH44_P11_G01	malignant	44
MGH44_P11_G02	malignant	44
MGH44_P11_G03	malignant	44
MGH44_P11_G04	malignant	44
MGH44_P11_G05	malignant	44
MGH44_P11_G07	malignant	44
MGH44_P11_G08	malignant	44
MGH44_P11_G09	malignant	44
MGH44_P11_G10	malignant	44
MGH44_P11_G11	malignant	44
MGH44_P11_G12	malignant	44
MGH44_P11_H01	malignant	44
MGH44_P11_H02	malignant	44
MGH44_P11_H03	malignant	44
MGH44_P11_H04	malignant	44
MGH44_P11_H05	malignant	44
MGH44_P11_H06	malignant	44
MGH44_P11_H09	malignant	44
MGH44_P11_H10	malignant	44
MGH44_P11_H11	malignant	44
MGH44_P11_H12	malignant	44
MGH44_P12_A01	malignant	44
MGH44_P12_A02	malignant	44
MGH44_P12_A04	malignant	44
MGH44_P12_A05	malignant	44
MGH44_P12_A06	malignant	44
MGH44_P12_A07	malignant	44
MGH44_P12_A08	malignant	44
MGH44_P12_A09	malignant	44
MGH44_P12_A10	malignant	44
MGH44_P12_A11	malignant	44
MGH44_P12_A12	malignant	44
MGH44_P12_B01	malignant	44
MGH44_P12_B02	malignant	44
MGH44_P12_B04	malignant	44
MGH44_P12_B05	malignant	44
MGH44_P12_B06	malignant	44
MGH44_P12_B07	malignant	44
MGH44_P12_B09	malignant	44
MGH44_P12_B10	malignant	44
MGH44_P12_C01	malignant	44
MGH44_P12_C02	malignant	44
MGH44_P12_C03	malignant	44
MGH44_P12_C04	malignant	44
MGH44_P12_C06	malignant	44
MGH44_P12_C07	malignant	44
MGH44_P12_C08	malignant	44
MGH44_P12_C09	malignant	44
MGH44_P12_C10	malignant	44
MGH44_P12_C11	malignant	44
MGH44_P12_C12	malignant	44
MGH44_P12_D01	malignant	44
MGH44_P12_D02	malignant	44
MGH44_P12_D03	malignant	44
MGH44_P12_D04	malignant	44
MGH44_P12_D05	malignant	44
MGH44_P12_D06	malignant	44
MGH44_P12_D07	malignant	44
MGH44_P12_D08	malignant	44
MGH44_P12_D09	malignant	44
MGH44_P12_D10	malignant	44
MGH44_P12_D11	malignant	44
MGH44_P12_D12	malignant	44
MGH44_P12_E01	malignant	44
MGH44_P12_E03	malignant	44
MGH44_P12_E05	malignant	44
MGH44_P12_E06	malignant	44
MGH44_P12_E07	malignant	44
MGH44_P12_E10	malignant	44
MGH44_P12_E11	malignant	44
MGH44_P12_E12	malignant	44
MGH44_P12_F01	malignant	44
MGH44_P12_F02	malignant	44
MGH44_P12_F03	malignant	44
MGH44_P12_F05	malignant	44
MGH44_P12_F06	malignant	44
MGH44_P12_F07	malignant	44
MGH44_P12_F11	malignant	44
MGH44_P12_F12	malignant	44
MGH44_P12_G02	malignant	44
MGH44_P12_G03	malignant	44
MGH44_P12_G04	malignant	44
MGH44_P12_G05	malignant	44
MGH44_P12_G06	malignant	44
MGH44_P12_G07	malignant	44
MGH44_P12_G08	malignant	44
MGH44_P12_G09	malignant	44
MGH44_P12_G10	malignant	44
MGH44_P12_G11	malignant	44
MGH44_P12_H01	malignant	44
MGH44_P12_H03	malignant	44
MGH44_P12_H04	malignant	44
MGH44_P12_H05	malignant	44
MGH44_P12_H08	malignant	44
MGH44_P12_H09	malignant	44
MGH44_P12_H10	malignant	44
MGH44_P12_H12	malignant	44
MGH44_P9_A01	malignant	44
MGH44_P9_A02	malignant	44
MGH44_P9_A04	malignant	44
MGH44_P9_A06	malignant	44
MGH44_P9_A07	malignant	44
MGH44_P9_A09	malignant	44
MGH44_P9_A10	malignant	44
MGH44_P9_A11	malignant	44
MGH44_P9_A12	malignant	44
MGH44_P9_B01	malignant	44
MGH44_P9_B02	malignant	44
MGH44_P9_B03	malignant	44
